symbol,source,headline,link,published_at,sentiment,confidence
LTIM.NS,Google News,"Nashik police nab thief, recover 21.7L worth of jewellery - The Times of India",https://news.google.com/rss/articles/CBMiygFBVV95cUxQNE1PeFBUdTg5Y3lzY0Q0TnR5Nk1zelZXRFcwYTJSdFZyVmZHTjVZTzljUVc3QWd1M3U2dDBOQTl6dWppX3Z2bWpfMGYyV2VmcnM3eUNvSWhJV1RmRnlaMUR1NmlWQmpKYU1LMWM4MTlSSFdEWkVFajZHWEJzTGp4eHBILTRWeHlyTnN6LURuUU5UX0ZJN2kyYjNBYjM1a1JrdDNqdElNaE9xcC1kak81ZTV6RXZ1Q00zWXcwdm5pODRrakdFTTZnZERB0gHPAUFVX3lxTE5vTmtURnMtT1FsX19XNVhyVnk5eXF3ZHZzdVp1RWNRbERQa09fMjBDLVRmYW1lQTl0dFBOOVo1cms1bVBmOHR3QXRTUWV0ZWZ3REI0UWFjYVMtbEp6SWVoOHJibkNOdm8wNzgyaGNYU01ZMmF1WEZ1cE5WWHM5SDIwTUp2TlpYeUZ3TEJIakxoQUMtMVFHaWZFSTJ1MkRuTDhWSloxM1VvVXZPUjFjUlBrNFR2ck9EWTFQWmFZYmI0X0RsZlpESTBfaV85dVphdw?oc=5,2025-11-22 19:12:00,neutral,0.5446181297302246
LTIM.NS,Google News,How the wonderful women of Oz pull back the curtain on L. Frank Baum’s feminism - CBC,https://news.google.com/rss/articles/CBMifEFVX3lxTE5iRlB6c0dkZjJHb0xoQ2IxMl9CcTg4Mjdhc0pXSGNsWmdfSDZMRUpQMDY4N2RZTnQydmlxNGRPRUVSd0x3VklLNmZtNFA3WnNXSzZ1aTZoX3ItSlFBYkJ5Mk0wVFFVQUFhTEhuNTN0REZqcFdOM3pCQlJXUkE?oc=5,2025-11-23 09:00:00,neutral,0.8748403787612915
LTIM.NS,Google News,Nat’l Poetry Council observes poet Rezauddin Stalin’s 64th birthday - Bangladesh Sangbad Sangstha (BSS),https://news.google.com/rss/articles/CBMiTkFVX3lxTFBwRVNhWTlEUkUzYUctU3I0RG9JbDV3dGVvbl93TEpKSjB5Nnh2bHBKbGczU0xLcVE4RnFnVVZIOEFza3dUWnFlZDZmVFNVUQ?oc=5,2025-11-23 06:02:21,neutral,0.9045330882072449
LTIM.NS,Google News,KUNA : SACGC's teams qualify for Int'l Robotex competition in Estonia - Science & Technology - 23/11/2025 - kuna.net.kw,https://news.google.com/rss/articles/CBMidEFVX3lxTE9xV3lNMVpxWEpKLWJDMjlsT2hFbkRFUHJBSTZqWWY5Z1JmM2l4bUtQWTJFdEUyWF9rSFhLNXBXYUE5TVRtOWp2a2lEXzdrSkg2Sy1pVGxDblFGc3ZmbGxqZjNTcUVpaDNQUzlIWk84bkl2S01K?oc=5,2025-11-23 11:06:15,positive,0.5842423439025879
LTIM.NS,Google News,Lori Park brings global wire art and mythology to Dayton’s Dana L. Wiley Gallery - Dayton Daily News,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPbjVEQ05KUlVEZ0xMZEtpMkY2aG5SbDJiVEZOYTJmdTI3TnZ5QWF5UUJXSlE2aTRrQ2gzM2k5Q0kxSlgtbm5Bb1hMT0kyazVYY3MyWlVDbGVXdDg1cUliVGh4SXZpZEVybmF2WnRSbjlEOGkxZGdvODN1YzBleGFXYjh0QVByaEhISVEwM3M0Q3VzYktEUTk2LVZYR1VtckwwZUd1UTNtcUY1a0VtcE5PalFBbzc1cXNaNnpDQXZFVDZld0pVV0NZMTFyZ0NnbDhGSXo0NVlyeG52UVZnMXhrNzdFOA?oc=5,2025-11-23 08:30:08,neutral,0.9062350392341614
LTIM.NS,Google News,Harold L. Keener - LancasterOnline,https://news.google.com/rss/articles/CBMipwFBVV95cUxPWHk1M05DRVRxYmR1X001V3RoYjVxbkJGeUNiV3ZscjNoVm5fM0xQT1FXOURreEhXcWdacVV1M2paRW5vbFR1em1CbDVuNHMzb2doRHprUmNLeE5SbUxJUUJGcWxOQlh5M3dNSnBUbXlKQlBxNnRwUjR1MTZrMXlXWE9oMzJtN3FQRDVCMFRlQXJ3bzRtRDQ1aWxmR3IzcTlzOWFRSHhXSQ?oc=5,2025-11-23 05:06:49,neutral,0.942494809627533
LTIM.NS,Google News,Governor urges banks to engage int’l law firms for stolen asset recovery - The Business Standard,https://news.google.com/rss/articles/CBMipwFBVV95cUxQZmFhTlNtWE9XVGZDWEZLUnZhOUszTDNHSElvRnlRZnBVQkQyMDFlLUhhck5ESkJDNzFRSU9TTWVjZ2R0Mk1Jbk81bmFJY09tekpyYUh3TlIzLXB0dW9UaW9USkZxd2xmY3VYMnN1VS1wek01ZTFKOHJ2NEYwYXJxUmNzMnJWWEY5My05YzAxZ0UxbHpDdDJUeV85RXlpZTAzSUZJNmMxSdIBrAFBVV95cUxQZmpyUFRPZGtvQlJXWUZoS1NYSHpZUnFIamZWSFktZmdPVzlXMTlSOTM5STI3d2QzOWJSaER2Z0RMR0ViOEI0UU9SUUdGbE9ZczNGZXh5VHQ1cW54WXAwVE0tcVpTS2FhVlBXaC1xOHZHOTBLMi1NVGYzWGJ5ZjZCeFhpeUg0NXNQVGJ6M2ktbFNoMTRucGFQMlFlSENFNFhTUXRTd2tMd1NQQ0hU?oc=5,2025-11-22 18:42:12,neutral,0.8750309944152832
LTIM.NS,Google News,Tarar urges citizens to respect security routes for Int’l cricket teams - Associated Press of Pakistan,https://news.google.com/rss/articles/CBMipgFBVV95cUxNcEQzNkw4Sml2VzYyR0lRV2NUajFBZ1lfUk9tM3U5QlNsN1hyVHVpSlU0eXdMUEdvOFFqNzUyQktMelRDRG1RU015QVBoZE8zRlhKSmEzQ2RVaG1Ubnl2S25YVDdwdFZvM0UxdEF0SHRoSDdoWmJIU3JxMjNCT0FpZlJnMXZzYVExdy1Ic2VaUkppYWNYalhfVV9Md3h6dGU5RHBONk5R?oc=5,2025-11-23 12:40:26,neutral,0.8874094486236572
LTIM.NS,Google News,L-Body Dodge Charger Daytona Brings Back the Glory of Aero Warriors in Digital Sedan Form - autoevolution,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNNmM3RWhCSlBWR2UtMk5EZGtIOVVCTWVpOXR6TERycG1LbS1tYUNwT2JqVlVrUTNHTTV5c3JKREZsWFRiMFNGREJEajBQaFhvTkdwcUN4M01seHhBczBsZFhtd1BZUG5OMlRrOEZSMDEyN1FVZzhMOE5wVWZjSlBLZ0ZEcmUtSFZSdnBxSXNvaENSX1lfelI0MFNmaTVCc1RONjlXMmtSSHM3MXQwVzd2dXNBcjRlaFRsQWtGQjFrdjFGUGYwTERCTmhsbG1IYWcteEE?oc=5,2025-11-22 23:00:01,neutral,0.8700057864189148
LTIM.NS,Google News,Keel laid for second Orient Express sailing yacht at Chantiers de l’Atlantique - CruiseMapper,https://news.google.com/rss/articles/CBMijgFBVV95cUxNU0VoTHJQb3FydGlmMFRmblNCb3hGMm4tVlAwTmxhYVVIbEx2S3h2dDJtVkpkUWdzdFZ1cFdkWU5XT2dqM0xVVEN6dDloX2pfNmFXVktnYVh6Mi1qWm5VZnVQVTBIeXJWMHpmVXgtTDU2ZnZxQ0U1S0NBS1lOVnFuOVpUSlhHdmx5dWxNU0ZB?oc=5,2025-11-22 15:57:00,neutral,0.857170045375824
LTIM.NS,Google News,"PM meets with leaders of countries, int'l organisations on G20 Summit sidelines - Nhan Dan Online",https://news.google.com/rss/articles/CBMitgFBVV95cUxQMFQ3N2hRWVlTekpaRkc4RDlNWmlmZG5GMmZMNXZkT0tSb3VhUWkzbGpFWUNfb3VVQ29IYmdRQ3ItYkNZb1JQRmNNOEl4TkFFaUpBUzdjQVdvenctQnlJSGFEZS1SclUzWWR5UjlhQ21IVG5YSWJycHVfeVVHb01aRC1maWZYc0J6WUJ1V1hRaDBkbTlPUHg2RVFqVXRLcDNmaUtpbjdTOTZDM1UwYWZIazhQLU1Cdw?oc=5,2025-11-23 01:44:58,neutral,0.9212288856506348
LTIM.NS,Google News,"Honda City 2026: This sedan gets up to 15,2 km/l, has a 519-liter trunk, a CVT with paddle shifters, but disappoints with a 44-liter fuel tank, lukewarm performance, and a temporary spare tire; 5 reasons to buy and 5 reasons to avoid this sedan. - CPG Click Petróleo e Gás",https://news.google.com/rss/articles/CBMi5wJBVV95cUxQemNJUUhqcVZ6d2NNMm5uY29XVkdIaGxCYWtqSk52TEJkMjFmR1EtQ3gwbDVjRVB1UGt0RTYyZWEtU0w4N1JEWjNGRC1JbTNXMHN4M1kzRm5rV01Ydjd2WV9aRXgyUC1RMG52MXFsblhoMVlSSENQVlVoVkxUSVZRTlBkYXVpOEhxbEZIYlQtVTRvd19GNzl5MXlQVHJqSWJYamxZanpZQlAwRlEtYnZYYlhTRHc2STgyOUFVcUdVRUhjeVUzeGdueXhvdE8zTmdRR2dZZ05GZjgtcERxTTlXYWVSN1dBTGFyZWpHczhOMkJCWHFqSVR0WGxsd1pIa2R6aGQ4MTVQR00yUXhuTmYxRm9QM2dWaVNGQ0lZaHFQZV83ZkNMTHdJa1AxUWx4alY2dGttc280T2s2YzZEenBHNF9FaE9ROU9nbWpGemdwQWVLX2lWMDRZWmdQaHFMSGtNOFpudDI1SQ?oc=5,2025-11-22 16:30:00,neutral,0.8342323899269104
LTIM.NS,Google News,Obituary: Bette L. Skonberg Seymour - Centralmaine.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxOamxSaWY4VTVjNW1ETVc0MVBjaHJNYm55ZTZlUkZoQ1N3QnBzdkNrUUJCNEZpTDhLOXpwaVRQWHBMWXlLaU85bHhmTklzZjZRSEZQYUJmUVYyLTIxRUJmMlFmMWZrZGlmc3M0WVZCX2FtQnYtMVh5aHp5MXRpTkIzQQ?oc=5,2025-11-23 06:01:01,neutral,0.9330652952194214
LTIM.NS,Google News,"William L. Byrd, Sr., 99 - Wareham, MA News",https://news.google.com/rss/articles/CBMibEFVX3lxTE9lc2hWa3c5Z3ZwWUVDU0RJLUdXaGYxR2gydU5Cc2hPcHZkY2l6RV9hRVlIQzJYTk5oeTllY01tb0liNE80bGVXSVVCNzRjWGU3SjNqZmhPUjlSakpCSWtmYlZFb2x2RHFyMnotMg?oc=5,2025-11-22 23:41:43,neutral,0.9221823811531067
LTIM.NS,Google News,"Ford Edge L refresh: design, dimensions, tech and hybrid specs - тарантас ньюс",https://news.google.com/rss/articles/CBMikgFBVV95cUxQTTRwbEhNZklld2huY0lOalFrbFNPajJtdlZKR0VPcTB2SXNQa3JmNU1LTmhVdExYNDMwUVV1aC1mWHZkd0FaNG4xNk5tS1BlU1BhSFBXaXJOTTRGa1kxSmZfaFdRZV82OG1ubmc5TUZHSGUyNTFiZ1Y5WjNCV3pLenQyZl92Tld2QW1RUTBnNVBzZw?oc=5,2025-11-23 02:03:52,neutral,0.8964670300483704
LTIM.NS,Google News,"Suzuki unveils a superbike that delivers 14,5 km/l, reaches 300 km/h, has 190 hp and accelerates from 0 to 100 km/h in 2,8 seconds; meet the 2025 Hayabusa. - CPG Click Petróleo e Gás",https://news.google.com/rss/articles/CBMisgJBVV95cUxNRTUtOU5VaE9hVmN5RFJBV1lRcVZHc3pOVVBXcElpR2VRNTRJSDlIeEZNcU5BNFFwZHhRanYtclpLWHpNcm42Vlo0V25uOVJJeE92YVJ2LTFNa2xwQUNlM0JMMGZnNmtWUmVxVVdNNmtTQmN5Y3VvQ2dId3dnSjRFRTNHa1ZwQXBmdEZOQnd3NWJCaDdRZ0ZqVXByejhSYWNKakdaa0tBenN1Q2JOZ0FUSWZ6Ql9XU2RCZnFha0p4cUhiT0JFWmFvSG5MeG1FMV9QMUFQY0FCbmZhMnV0TFRSYXdnd0FrcEQ2SnFaTllGeEdiclY3dXdjZzJJWk9OdVEzdG96TEpja3FKQXRnaWtRdF9TeGtyMTE5MU5PV2dXNzdTUk5GU2ktYVZpWmZwZ2RPT1E?oc=5,2025-11-22 16:46:00,neutral,0.8449211716651917
LTIM.NS,Google News,Gary L. Groff - LancasterOnline,https://news.google.com/rss/articles/CBMiowFBVV95cUxOcS13V0JzMmU0OS03Z2N1MFBrOWIwNjA1emRPQWx2QVJlQzBVS0kzUFdUblBnWS1DM1lIM0h5M0pZVnVTazR3OUJTS2tlcVlSSGNpOEZLV1EyUjF5cWFaY0l6bV9uZlpSVGtLR0VvWndtdFJBQVhZazZPMXR5UzB4bmUxYzJIVFBtc3ZxV3d0bzJtbHp3TWNmVUl4OWRoVGRnS1Rj?oc=5,2025-11-23 05:06:45,neutral,0.9449328184127808
LT.NS,Google News,Larsen & Toubro Sees Notable Surge in Derivatives Open Interest Amid Market Activity - Markets Mojo,https://news.google.com/rss/articles/CBMizwFBVV95cUxOZ2RUclJsdE5sWGI0YlFfMlFBOUxHVzVSNnFlWFVTZERobmdzSU1fQzVUTkVZTVVXU1Axb3BfSVRPLWpLVnFxUmllWnRXLXFpY2Q3WUtYc2hDN29oZGpGSTZwNjlqLUFNczhoM0YzUUU3Mk9XSV9rVF90VGlFbGc5QXJ1N29wMF9aWDVPM2ZuUmFaY1JIc1JzV2dfWmsxY0lKQUVsQ0RHc09WR1VpRmEyZWtINmNaR2R0akhBV3pYdVFmQURHcWpjUU8yOXV5T0E?oc=5,2025-11-23 05:16:02,positive,0.9532500505447388
LT.NS,Google News,Larsen releases statement on Ukraine-Russia peace talks - theOrcasonian.com,https://news.google.com/rss/articles/CBMiigFBVV95cUxNUGw1cmwtMDIzdHBmUHFWYi16QnR4dXpmd0hOWk1UbmZfUllqeFdhU08zYVM3clZvZjZyaF9SY1piLXg5MXJHUHFGaHpTNFFFdjI0RjhLN1BBMHVRWjdzMDBoTXlHTkgtZktFa3U4RW1CVGZKWk54RFJ2c2paMzAzcmxZbmhFMkRvc3c?oc=5,2025-11-22 23:54:14,neutral,0.9130032658576965
LT.NS,Google News,"Disbelief, shock and tears over JFK assassination: From the Asbury Park Press archives - Asbury Park Press",https://news.google.com/rss/articles/CBMitgFBVV95cUxPNEhCNGM0c2lCY0ltVGlSZHY3WlUwd1pBUkJsc01LUXdHTE9nX0ZCNTNZd2g5NmpfRVNZekxhOUtuSTItRUtSTi1tWW45YlRkOUxNNXZqejk2Mm5jUHF2SnFodzd1UHgyQUVwMGZsUlVpd0l0TE9WUDhwWlVKOU91UF9kenpTNnB6eTl2Q3lyMHBVcnRuV1NGeHVqczN4b3lQczR4NDZRcV9PTWpGdnVQaUo3Q1dLdw?oc=5,2025-11-23 10:22:20,neutral,0.9346194863319397
M&M.NS,Google News,"Mahindra XUV700 facelift may debut as XUV 7XO: Expected launch timeline, features and more - livemint.com",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQeElzaElhRFlkRDBQWGtnTWJ2cmtvZ1BaMkktb25VMXhQa1Y1LTZIdmotYnNFWjVMMEFkaXAtb1FsNUdFdHNBLXg5ZF83aGFRM1lJMnU5UVVxcW1iYlJxU01YLVdsX2JVRi03UEllWG9pQmxqS0k0eFNlRDdUeVpZNGs3QTBfZU1tR2VmLVpvMmFnd3V3SjdER0xyeFpldDUxb0FUWFA2TENQWHhOSVUzcng1eFR0V0xfT2NGS1ZvMnd1WndWTl9vWjV5VmRwYzBIelBqZm9scEtqcWvSAeABQVVfeXFMTVdMNUkyTlV6Vmc5V3RfOWlZcHVjNEtxSUVyRkI1TXRWNWhhTEpGQmFIZjRlLUJFbmFIbjA4TzhfN3E3RFhTZl9OQnd0ZmpXUTJxYjlXdmdlZklITkF1WUdCZ01fX2huT05ZZk1jUUQ5MzVNS3pmVWp1ajc0OW1nMGxpb3B0SWhDTDFEVGJuUHMwaktGcG14b1BaTTNWQlppUlhuMjllQV92bWxUOUZxTnhHMldwZU1BVkZKa095SHhZVmNLUzBrUVpiY0JNMjlQc1FIT1VhSmlQZUdhNnE3SkI?oc=5,2025-11-23 01:29:54,neutral,0.9294417500495911
M&M.NS,Google News,Mahindra XUV700 Facelift Likely To Be Launched In January 2026 - Gaadiwaadi.com,https://news.google.com/rss/articles/CBMijwFBVV95cUxPLWhxek5aN3hRdkhTX0tsR0t1b3N6T2hUM2RzS0plU21MOTdWZWRjcDBISWdPZkdralZxb0ZjaEp2eDRTaVNxWHM1UUNhdDJjeWZybjdwSldobTlqMmFRZHlDTlIyRGNNcVBmWnlFbWlMNWlTbHJhOGQ2ZjNCUzhzQ0hsTF9EeDRqdFJyNm5iZ9IBjwFBVV95cUxPLWhxek5aN3hRdkhTX0tsR0t1b3N6T2hUM2RzS0plU21MOTdWZWRjcDBISWdPZkdralZxb0ZjaEp2eDRTaVNxWHM1UUNhdDJjeWZybjdwSldobTlqMmFRZHlDTlIyRGNNcVBmWnlFbWlMNWlTbHJhOGQ2ZjNCUzhzQ0hsTF9EeDRqdFJyNm5iZw?oc=5,2025-11-23 02:56:43,neutral,0.9198957085609436
M&M.NS,Google News,I Took Up The Off-road Challenge At Mahindra Thar Fest Goa 2025 And The Most Unexpected Thing Happened - CarDekho,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPOXRmRHlOQ1hSN1BYdmROUDFUd2k5QXBncHpDNUxwam55c0pFamE0M1Nnc0lLcjFXZFNuT2RXczJZSlp5UGUtYTJoV2lBV0FCMUZSaGRqNUJqR2ctVGNfXzdSLUt5bnAtOVN3N2p5OFlKMllDLXJoNmt6V2dLQTF1dFMyaEl4azRmSDNHRUVHdVYyT09uMUI2NG9fQ0dLS0RKMmZJdFNXTVM2QkZncWRmWFJMTThoejFTQzRESUV0UlFhTkU3RlV3TzRxQlZ3ZFA2NklvY2licXNGbWpJLUhUWHFkNnZ6UdIB7gFBVV95cUxQMzhoX0k3QmtQM2RzSG4ya3RrUFMxWENmaUlrc3RralRfT0szUjVZLS16bjFkVmJ6ZkFTUnBjTHhOdHpwQkZqWjBJb3BwUlZ5N0Y0d3daUVdTaFROc2NHLXZkRHB5TGZxRHdtQTh6dXlXU1FwT0JrbTN6VGhRM0dud0dhRmphckJ1VzR3Z3B4c3JZNjJZcEk0cFI4M09nTFpGcEF3Yy1jRWNQUXBzVzZtc3h4LW94V0pGbGlaeGxEUnJzM0FiclZyMmdyNS00bmFBQUMzd29NWkZvRDVYd0swUXRwRG5NTnlOdC1GNDVB?oc=5,2025-11-22 20:19:00,neutral,0.8863833546638489
M&M.NS,Google News,"Mahindra BE 6 New Edition On Cards, Teased With Race-Inspired Styling - NDTV",https://news.google.com/rss/articles/CBMipAFBVV95cUxQWkNyZF9rSlg0NjNqcmNRdDRBNGE0Vl94UUY0eFdXUzQ5ektVOHFSS01ZMUpweW5WLXRWNDZWT3JTY0ZLUjdNeXRNenlLLWdnaEI2b0M5TklTNEcwRC01dWx0TmpHb01XY2R3LVRmMjU5UDEyNkxIMWxINWEyclpSZ3FTWlp3RVpJVTRYcGJnaFdfemt1YnpMak9GZ3lGY2lhRTlSUdIBrAFBVV95cUxOVnc2VG5QaEVFU2FDREZEeVNlUmdRekF2SjdacFVjTkh3SC1WOVdNZ2lQaDNHQjU3QXJnZTU5Y0U1UnZUc0dXLW1RZVJ1X3ZnV0c5S2pXaUdDWDBrU1ZiZnFiUGZZemRWdnlCb3VHSm9WZzJLX081UlduNDhFOUIxRlRnRDFybm9iZGZVODg1N3dvZHhRZzIyNUdiNnFDWk9aYkhnSWkyRXBfc2F6?oc=5,2025-11-23 05:27:37,neutral,0.8750072717666626
M&M.NS,Google News,"Mahindra displays lineup of alternate fuel tractors as a step towards cleaner, sustainable farming solutio - The Economic Times",https://news.google.com/rss/articles/CBMipgJBVV95cUxQSEJ5cGV4RTlRWVpQMTlFdDJ0bEFBZm5vZGpObHpBR05fSlhiUkNMS2FDUldNVTBQcGVLMnFKR2trSUhPR1JWNTlGNHhfMzF5LWZrVmJZN1k5Z3RNcFBzUGJjc19obVUxRE5LenR4eEVCc1hfS2ZQWjJIUzg1RUdKbkFFRngtTnFfbV9OdFRxNXNwYmwycVZXTUlKeE5CVXRxNTR4QVU1RW5uaVpvMkR5U2RhTmR5M0FtZ29mN0hsNnpYT1B4cE14NjV3QU1DX1pQTURsOWpKRzg0eXNBZXlJMXpGMHMteVd6Wk80Wm9Ma05kOTgtUDloSTlyYWc5dzgybElQZUdzX0h4ZXVaN1VXcVYtZm4yb2U1eldJano3M0kxS0xUSXfSAasCQVVfeXFMUHlpVFY0TTNJZzgxaUNCNHhDZU54dzBuS0RVU2xZOEwyWDBoOVRna09Ga2NCcnoxWnVmQ1hhNXAxc3J5U3BpMEthSlRDWjliWGd5Q3NlMVdFeDNLYmpRZFlSSWNPdUo2NTJDQk8teERZNE1WemJkWXZKU2FSMGFDd182V2Z5X3Y4VklGWkZNYjBkT0FyejVSVkVmdEd4R2lVSVppZFFXYm40ZzVNUGsyUVpyUDU1aUtOM3RiMmtqb01nSGd1bkJOcGZxSXc1bUc4Y2JQZU1MaGlLOHF0RmFqcDBzeVl6UmRoYk9faFRHeFhraFhkWDRXLXpsaUxzWjhjMGljUzBtQ2Z6TUpUS0Q1RFVRLThuQWNzOXg2VERfdEtFTExxYi1TQ3EwQWM?oc=5,2025-11-23 07:16:12,positive,0.5963595509529114
M&M.NS,Google News,Mahindra XEV 9S - New Details Revealed Ahead of Launch - CarLelo,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQaVg2RWpmZmRwOGk5d2NfUU14c2w5SXBhN1pMazlDeEstNkxkRTBOcDAxTnRTMDFVVUUwYWNxSFByank1OXVsVXlTRTQ4U2p6Y2hKVzZzblE2UWtWcjI5Y0w5N3dnOFF3R3BWT3BSZGVKRnRveVR4T0JhSkVGNUhFR1RETjY3ZVF0?oc=5,2025-11-23 09:47:16,neutral,0.8856178522109985
M&M.NS,Google News,"Mahindra showcases a range of CNG, flex fuel and electric tractors at Agrovision 2025 in Nagpur - Fortune India",https://news.google.com/rss/articles/CBMi0AFBVV95cUxPVHc0ZFAxLU5HcGtqRkxhRnB0My1tc1FBU05XWFFIeDZCMXQzWVU1eC1raDFzNXUyMm9MRjlJV25lWW5LcWhHQm5oWlk0Q1JXcWRPYTF3TlFON0lFandwNk5feUpwVjljYVJlYlc2NnZEMzRSd2NlZ1dhYTRPdFhxUVFCMjlMSEs0VDZJYnFvWVltZGp0Ulo2UnZjZS1DWENDQTIwQ2FCOXBpUGZEd1g4Y3ExVHA0RkFTQnBuMW1RS0wxaVFWdFA4WW9oNTRqaGpJ0gHeAUFVX3lxTE0yVmVkMFptQWFheFJ2WHVwRy1Rc3RUNlp3TWQ4YnRaV0p5eFU2VHNSV25CcTkzeS1xZU5nNmh2dkNxSlhaSFY4bTVEYUVkR1NVZTA1ajFIVTJkTWVycVo4T0hvYnJoTmZRX0E0a3FjcmdJNjU3ZDFXdjZnWFAzc1JZZlJzU2tpNXdmaDhfWlFKY2VlNkpvSjcxVTc0NVRrekFYUFdQSTFGSlExRjNzRlU0dS1Md0Q3NWtrb0I5aGh6QkFBX19iUlRsVVR4UzZEZW8ydW1iLW14RjFuREd6Zw?oc=5,2025-11-23 07:52:08,neutral,0.8409096002578735
M&M.NS,Google News,Mahindra Showcases Alternate Fuel Tractor Technologies at Agrovision 2025 - Autocar Professional,https://news.google.com/rss/articles/CBMisAFBVV95cUxPY2I3Ukc0am8yTTBfa2ptUnlmWk82ZExzZzJ0dnRXS2VMdUZwTHpXd2RScUh0T3pBSjZsQ01vZmxYNVJYOWEwY3BFUUtmeTZobkp1VlE4bEF1aE1kSTJZM01hZFljWVB4QWhXZG5zY1dwbW81dktrWTY1M253cGoybEJmYUtuamZlRUN6NFpiWHd2OUplUmdEQ2xXWmw0Ti04VFZwUlRTYmtKcFdTVzVvVdIBuAFBVV95cUxPN0ZFM214TWhrV1A1TjZINV9UOS1MSzVKejBTeHdsemlCZ281VjhCa2lhbTNBd0FxSTVNejk3OTZpQ3ZCMlIyS194aGtzZWNvS0dsQkxoTTRZSFJZOEIwTEdidWtWOGNhQnROaTdhcDFZOGxhZE0xMUdvdkFWenhtWll3dHI2Y3ZPR292dzhWOFpRSE9zN2kzUkhjaFptbWxSTnJsZVVsQmFlem5Ia1pXWkxRY0tic05I?oc=5,2025-11-23 06:49:09,neutral,0.8144181370735168
M&M.NS,Google News,"I was planning to buy a Mahindra XUV 9e (EV), but I heard that the XEV 9s will be launched on the 26... - Autocar India",https://news.google.com/rss/articles/CBMiugFBVV95cUxQZno5b1dsanBwNjVHekh3NDBRYjEyaUVZU0lrdjkybTlNZzlCMWQ5VXNNVUstSERiVDZ3Tmx6TFVKUGFOODJNd2tJUVl3UUFqM3FJeGk1TU43c1J5eVA2SWJjQS0zSVFyY2Q4ZmlZU0tRWTROZWllbnZLQUtOOXR1UDRzanRGLXU4cHJxNW44aGFzS1o3OXB4LVBmM3l5U0l6YVNLeUVDbndGSVhEZkY4emMzMVMzVTg2Ync?oc=5,2025-11-23 13:30:00,neutral,0.8947367668151855
M&M.NS,Google News,"Anand Mahindra likes Kerala city and its architecture, buildings. 6 things to do see there - The Economic Times",https://news.google.com/rss/articles/CBMi8gFBVV95cUxOSlNvd1FRRE1SbVNpQi1WZHVUUnduVkJWdDdfUGhpU2xmcFQzaFZlNUhQd0hpMWVFZ2NOU0k2ZWxsTEN2b0hESnd2ejB4ZHBwcDlBU1gwRTdoVmprVldrZzFyTFZsUGQyVHR6QV9xN2JuWHo2WlZObndtUHRPUlRDNHMyUC1EekJEeUFUdVh6eFRrSGxiTHZha3I1ZkVtUnBjS2QtR1g0T1lQOTBxVVc0T2lOdVB3S0o1ZjNKNlBwcV9LbW5vdkFKU04zWDgtdk9OajlybjA3eHJVeFllNC1JMnRwbG9jcnNzVHdZNHp4Y3dsZ9IB9wFBVV95cUxQQTlGVEdnVWpnVllobDRmYzZfY2ZOZ3FNclktRXRnbEctSERfOEpvdDRaTDdlNXVnTllfU0txVFVzZWl3UThQeG1vaS1vYkhXUGNadUpxSkNkT0ZVRGpVbXVISUxKcWFSQlA0Z0RZZmdPSS1VRTFSOTZsd2ZZcnJOQTNNMm9WS3NURzBRa2JxZmRobmFBdzZDcVNKMlpLcm91N3Etd2QtdmM2LW1rbzNEY1VCR1I2MC1ZNm9YUVg4bE1ocVRzVGFaRGpwcm9LM0dQTS1ySlBLRFpzajlCdHJleUtsVmswdmZ6UjduMEtTTjFOb3JFX3lV?oc=5,2025-11-23 10:28:35,neutral,0.9191774129867554
M&M.NS,Google News,"Mahindra 3XO, XUV300 Sales Cross 400,000 Units - Autocar Professional",https://news.google.com/rss/articles/CBMiigFBVV95cUxORkNHZDlyQU5sQ2l6RURBeGFoc0c4Rk0wTVlGMU9fazh6enA2blpjVEVKLXRHQzIzTVBlU3NERFRxMU9ib2xsbFdoX2ZFZWhkR2c4TXVDRDRMWndXc0NCbU9WWE5yOFBkdEkxSHJnWDJHdGtIUEFjRGFPZ1k0TnJlcDcyemczZ3hncVHSAZIBQVVfeXFMTzAyRVJvT2o2YUhpVjdSSW41d1ptME94UEV4RHY3ZTlzWmo2NFN2Zkp6SDluQkdCWk1FRDB4SF9mXzJHWk5XZjlWdWpfYmEwZUNFX0h1OG5YemtrSDIxMmU4UHBiZl8wSHRmSUVkcC1BX3lQU0JaZVBzaW1WdjFLUXptNnc0eHlnMldKdGsxcFp0OXc?oc=5,2025-11-23 06:42:36,neutral,0.6995870471000671
